STARTDATE,ENDDATE,LASTMONTH,LASTYEAR,SAMEMONTH,MAXMINRATIO,STATENAME,MANDINAME,COMMODITY,NUMBER_OF_MATCHED,TEXT,PUBLISHEDDATE,AVG_COSINE,ARTICLETITLE,ARTICLEURL,CENTRENAME
2019-03-17,2019-04-29,Normal,Normal,Normal,1.0582639714625446,UTTAR PRADESH,GONDA,ONION,NA,NA,NA,NA,NA,NA,LUCKNOW
2017-02-19,2017-04-03,Normal,Normal,Normal,1.0575793184488838,UTTAR PRADESH,GAZIPUR,ONION,NA,NA,NA,NA,NA,NA,AGRA
2021-07-11,2021-08-23,Normal,Normal,Normal,1.0571840461316675,UTTAR PRADESH,BAHRAICH,ONION,NA,NA,NA,NA,NA,NA,LUCKNOW
2021-12-26,2022-02-07,Normal,Normal,Normal,1.0565252005902126,KARNATAKA,BANGALORE,ONION,NA,NA,NA,NA,NA,NA,BENGALURU
2017-06-04,2017-07-17,Normal,Normal,Normal,1.0559796437659033,UTTAR PRADESH,BAHRAICH,ONION,NA,NA,NA,NA,NA,NA,LUCKNOW
2017-02-05,2017-03-20,Normal,Normal,Normal,1.0559360730593608,UTTAR PRADESH,BARABANKI,ONION,NA,NA,NA,NA,NA,NA,LUCKNOW
2017-02-12,2017-03-27,Normal,Normal,Normal,1.0559360730593608,UTTAR PRADESH,BARABANKI,ONION,NA,NA,NA,NA,NA,NA,LUCKNOW
2017-02-19,2017-04-03,Normal,Normal,Normal,1.0559360730593608,UTTAR PRADESH,BARABANKI,ONION,NA,NA,NA,NA,NA,NA,LUCKNOW
2017-02-26,2017-04-10,Normal,Normal,Normal,1.0559360730593608,UTTAR PRADESH,BARABANKI,ONION,NA,NA,NA,NA,NA,NA,LUCKNOW
2021-08-15,2021-09-27,Normal,Normal,Normal,1.0520778537611783,UTTAR PRADESH,LUCKNOW,ONION,NA,NA,NA,NA,NA,NA,LUCKNOW
2021-08-22,2021-10-04,Normal,Normal,Normal,1.0520778537611783,UTTAR PRADESH,LUCKNOW,ONION,NA,NA,NA,NA,NA,NA,LUCKNOW
2021-12-19,2022-01-31,Normal,Normal,Normal,1.0518680227454509,UTTAR PRADESH,JALAUN,ONION,NA,NA,NA,NA,NA,NA,KANPUR
2019-04-28,2019-06-10,Normal,Normal,Normal,1.0517038777908343,UTTAR PRADESH,GONDA,ONION,NA,NA,NA,NA,NA,NA,LUCKNOW
2019-05-05,2019-06-17,Normal,Normal,Normal,1.0517038777908343,UTTAR PRADESH,GONDA,ONION,NA,NA,NA,NA,NA,NA,LUCKNOW
2017-01-22,2017-03-06,Normal,Normal,Normal,1.0505166475315728,UTTAR PRADESH,MIRZAPUR,ONION,NA,NA,NA,NA,NA,NA,VARANASI
2017-01-29,2017-03-13,Normal,Normal,Normal,1.0505166475315728,UTTAR PRADESH,MIRZAPUR,ONION,NA,NA,NA,NA,NA,NA,VARANASI
2017-02-05,2017-03-20,Normal,Normal,Normal,1.0505166475315728,UTTAR PRADESH,MIRZAPUR,ONION,NA,NA,NA,NA,NA,NA,VARANASI
2017-02-12,2017-03-27,Normal,Normal,Normal,1.0505166475315728,UTTAR PRADESH,MIRZAPUR,ONION,NA,NA,NA,NA,NA,NA,VARANASI
2021-04-11,2021-05-24,Normal,Normal,Normal,1.049456128471039,UTTAR PRADESH,GONDA,ONION,NA,NA,NA,NA,NA,NA,LUCKNOW
2017-03-05,2017-04-17,Normal,Normal,Normal,1.0493827160493827,UTTAR PRADESH,BARABANKI,ONION,NA,NA,NA,NA,NA,NA,LUCKNOW
2018-07-29,2018-09-10,Normal,Normal,Normal,1.0493441599000624,UTTAR PRADESH,BARABANKI,ONION,NA,NA,NA,NA,NA,NA,LUCKNOW
2020-07-12,2020-08-24,Normal,Normal,Normal,1.0491257285595337,UTTAR PRADESH,GAZIPUR,ONION,NA,NA,NA,NA,NA,NA,AGRA
2020-07-19,2020-08-31,Normal,Normal,Normal,1.0491257285595337,UTTAR PRADESH,GAZIPUR,ONION,NA,NA,NA,NA,NA,NA,AGRA
2021-11-28,2022-01-10,Normal,Normal,Normal,1.0490522928460224,KARNATAKA,BELGAUM,ONION,NA,NA,NA,NA,NA,NA,DHARWAD
2021-12-12,2022-01-24,Normal,Normal,Normal,1.0474601467117373,UTTAR PRADESH,BARABANKI,ONION,NA,NA,NA,NA,NA,NA,LUCKNOW
2021-06-20,2021-08-02,Normal,Normal,Normal,1.0471204188481675,KARNATAKA,BELGAUM,ONION,NA,NA,NA,NA,NA,NA,DHARWAD
2019-03-24,2019-05-06,Normal,Normal,Normal,1.0463733650416172,UTTAR PRADESH,GONDA,ONION,NA,NA,NA,NA,NA,NA,LUCKNOW
2019-03-31,2019-05-13,Normal,Normal,Normal,1.0463733650416172,UTTAR PRADESH,GONDA,ONION,NA,NA,NA,NA,NA,NA,LUCKNOW
2019-04-21,2019-06-03,Normal,Normal,Normal,1.045828437132785,UTTAR PRADESH,GONDA,ONION,NA,NA,NA,NA,NA,NA,LUCKNOW
2018-06-24,2018-08-06,Normal,Normal,Normal,1.0452103849597134,NCT OF DELHI,AZADPUR,ONION,NA,NA,NA,NA,NA,NA,DELHI
2017-01-22,2017-03-06,Normal,Normal,Normal,1.044776119402985,UTTAR PRADESH,BARABANKI,ONION,NA,NA,NA,NA,NA,NA,LUCKNOW
2017-01-08,2017-02-20,Normal,Normal,Normal,1.0445205479452055,UTTAR PRADESH,MIRZAPUR,ONION,NA,NA,NA,NA,NA,NA,VARANASI
2017-01-15,2017-02-27,Normal,Normal,Normal,1.0445205479452055,UTTAR PRADESH,MIRZAPUR,ONION,NA,NA,NA,NA,NA,NA,VARANASI
2019-06-02,2019-07-15,Normal,Normal,Normal,1.044504995458674,KARNATAKA,BANGALORE,ONION,NA,NA,NA,NA,NA,NA,BENGALURU
2019-06-09,2019-07-22,Normal,Normal,Normal,1.044504995458674,KARNATAKA,BANGALORE,ONION,NA,NA,NA,NA,NA,NA,BENGALURU
2019-06-16,2019-07-29,Normal,Normal,Normal,1.044504995458674,KARNATAKA,BANGALORE,ONION,NA,NA,NA,NA,NA,NA,BENGALURU
2017-06-11,2017-07-24,Normal,Normal,Normal,1.0432569974554708,UTTAR PRADESH,BAHRAICH,ONION,NA,NA,NA,NA,NA,NA,LUCKNOW
2017-06-18,2017-07-31,Normal,Normal,Normal,1.0432569974554708,UTTAR PRADESH,BAHRAICH,ONION,NA,NA,NA,NA,NA,NA,LUCKNOW
2017-02-12,2017-03-27,Normal,Normal,Normal,1.0428100987925355,UTTAR PRADESH,BAHRAICH,ONION,NA,NA,NA,NA,NA,NA,LUCKNOW
2017-02-19,2017-04-03,Normal,Normal,Normal,1.0428100987925355,UTTAR PRADESH,BAHRAICH,ONION,NA,NA,NA,NA,NA,NA,LUCKNOW
2017-05-28,2017-07-10,Normal,Normal,Normal,1.042713567868306,UTTAR PRADESH,BAHRAICH,ONION,NA,NA,NA,NA,NA,NA,LUCKNOW
2021-06-27,2021-08-09,Normal,Normal,Normal,1.0425633668101386,UTTAR PRADESH,BARABANKI,ONION,NA,NA,NA,NA,NA,NA,LUCKNOW
2021-07-04,2021-08-16,Normal,Normal,Normal,1.0425633668101386,UTTAR PRADESH,BARABANKI,ONION,NA,NA,NA,NA,NA,NA,LUCKNOW
2021-12-12,2022-01-24,Normal,Normal,Normal,1.0418424111201756,UTTAR PRADESH,BAHRAICH,ONION,NA,NA,NA,NA,NA,NA,LUCKNOW
2021-12-26,2022-02-07,Normal,Normal,Normal,1.0408291234611868,MAHARASHTRA,LASALGAON,ONION,NA,NA,NA,NA,NA,NA,MUMBAI
2017-03-19,2017-05-01,Normal,Normal,Normal,1.0406629408764951,UTTAR PRADESH,JALAUN,ONION,NA,NA,NA,NA,NA,NA,KANPUR
2017-03-26,2017-05-08,Normal,Normal,Normal,1.0406629408764951,UTTAR PRADESH,JALAUN,ONION,NA,NA,NA,NA,NA,NA,KANPUR
2021-08-01,2021-09-13,Normal,Normal,Normal,1.03998096144693,UTTAR PRADESH,AZAMGARH,ONION,NA,NA,NA,NA,NA,NA,VARANASI
2019-04-14,2019-05-27,Normal,Normal,Normal,1.0399529964747356,UTTAR PRADESH,GONDA,ONION,NA,NA,NA,NA,NA,NA,LUCKNOW
2021-12-12,2022-01-24,Normal,Normal,Normal,1.0398595643563502,UTTAR PRADESH,GONDA,ONION,NA,NA,NA,NA,NA,NA,LUCKNOW
2017-02-26,2017-04-10,Normal,Normal,Normal,1.0394124718818374,UTTAR PRADESH,BAHRAICH,ONION,NA,NA,NA,NA,NA,NA,LUCKNOW
2021-12-19,2022-01-31,Normal,Normal,Normal,1.0389105020326448,KARNATAKA,DAVANGERE,ONION,NA,NA,NA,NA,NA,NA,DHARWAD
2017-01-29,2017-03-13,Normal,Normal,Normal,1.038812785388128,UTTAR PRADESH,BARABANKI,ONION,NA,NA,NA,NA,NA,NA,LUCKNOW
2021-12-05,2022-01-17,Normal,Normal,Normal,1.0372055331920582,KARNATAKA,BELGAUM,ONION,NA,NA,NA,NA,NA,NA,DHARWAD
2021-07-25,2021-09-06,Normal,Normal,Normal,1.0360799609946367,UTTAR PRADESH,GONDA,ONION,NA,NA,NA,NA,NA,NA,LUCKNOW
2021-08-01,2021-09-13,Normal,Normal,Normal,1.0360799609946367,UTTAR PRADESH,GONDA,ONION,NA,NA,NA,NA,NA,NA,LUCKNOW
2019-04-07,2019-05-20,Normal,Normal,Normal,1.034077555816686,UTTAR PRADESH,GONDA,ONION,NA,NA,NA,NA,NA,NA,LUCKNOW
2021-12-12,2022-01-24,Normal,Normal,Normal,1.0339664988616335,UTTAR PRADESH,KANPUR(GRAIN),ONION,NA,NA,NA,NA,NA,NA,KANPUR
2019-05-12,2019-06-24,Normal,Normal,Normal,1.033487297921478,UTTAR PRADESH,GONDA,ONION,NA,NA,NA,NA,NA,NA,LUCKNOW
2021-07-18,2021-08-30,Normal,Normal,Normal,1.0277516462841016,UTTAR PRADESH,AZAMGARH,ONION,NA,NA,NA,NA,NA,NA,VARANASI
2021-12-26,2022-02-07,Normal,Normal,Normal,1.0274190178094826,UTTAR PRADESH,JALAUN,ONION,NA,NA,NA,NA,NA,NA,KANPUR
2021-12-19,2022-01-31,Normal,Normal,Normal,1.0264129747101696,UTTAR PRADESH,GONDA,ONION,NA,NA,NA,NA,NA,NA,LUCKNOW
2021-12-19,2022-01-31,Normal,Normal,Normal,1.0232945766332835,UTTAR PRADESH,BAHRAICH,ONION,NA,NA,NA,NA,NA,NA,LUCKNOW
2021-07-25,2021-09-06,Normal,Normal,Normal,1.0227804649787944,UTTAR PRADESH,AZAMGARH,ONION,NA,NA,NA,NA,NA,NA,VARANASI
2021-12-19,2022-01-31,Normal,Normal,Normal,1.0215117470100097,UTTAR PRADESH,BARABANKI,ONION,NA,NA,NA,NA,NA,NA,LUCKNOW
2021-12-12,2022-01-24,Normal,Normal,Normal,1.0209902802815374,UTTAR PRADESH,AURAIYA,ONION,NA,NA,NA,NA,NA,NA,KANPUR
2021-12-12,2022-01-24,Normal,Normal,Normal,1.0193100865716505,KARNATAKA,BELGAUM,ONION,NA,NA,NA,NA,NA,NA,DHARWAD
2021-12-12,2022-01-24,Normal,Normal,Normal,1.0174036220641816,UTTAR PRADESH,MIRZAPUR,ONION,NA,NA,NA,NA,NA,NA,VARANASI
2021-12-12,2022-01-24,Normal,Normal,Normal,1.0169048230443551,UTTAR PRADESH,AZAMGARH,ONION,NA,NA,NA,NA,NA,NA,VARANASI
2021-12-19,2022-01-31,Normal,Normal,Normal,1.0156153629185083,UTTAR PRADESH,KANPUR(GRAIN),ONION,NA,NA,NA,NA,NA,NA,KANPUR
2021-12-26,2022-02-07,Normal,Normal,Normal,1.0156153629185083,UTTAR PRADESH,KANPUR(GRAIN),ONION,NA,NA,NA,NA,NA,NA,KANPUR
2021-12-19,2022-01-31,Normal,Normal,Normal,1.0141576299238717,UTTAR PRADESH,MIRZAPUR,ONION,NA,NA,NA,NA,NA,NA,VARANASI
2021-12-26,2022-02-07,Normal,Normal,Normal,1.0138679627819756,UTTAR PRADESH,MIRZAPUR,ONION,NA,NA,NA,NA,NA,NA,VARANASI
2021-12-12,2022-01-24,Normal,Normal,Normal,1.0134148155184894,UTTAR PRADESH,BASTI,ONION,NA,NA,NA,NA,NA,NA,VARANASI
2021-12-12,2022-01-24,Normal,Normal,Normal,1.0128473326074123,UTTAR PRADESH,GAZIPUR,ONION,NA,NA,NA,NA,NA,NA,AGRA
2021-12-19,2022-01-31,Normal,Normal,Normal,1.0128473326074123,UTTAR PRADESH,GAZIPUR,ONION,NA,NA,NA,NA,NA,NA,AGRA
2021-12-26,2022-02-07,Normal,Normal,Normal,1.0128473326074123,UTTAR PRADESH,GAZIPUR,ONION,NA,NA,NA,NA,NA,NA,AGRA
2021-12-19,2022-01-31,Normal,Normal,Normal,1.0125182576039289,UTTAR PRADESH,AZAMGARH,ONION,NA,NA,NA,NA,NA,NA,VARANASI
2021-12-12,2022-01-24,Normal,Normal,Normal,1.0121957387047855,UTTAR PRADESH,LUCKNOW,ONION,NA,NA,NA,NA,NA,NA,LUCKNOW
2021-12-19,2022-01-31,Normal,Normal,Normal,1.0102310299203738,UTTAR PRADESH,AURAIYA,ONION,NA,NA,NA,NA,NA,NA,KANPUR
2021-12-26,2022-02-07,Normal,Normal,Normal,1.0102310299203738,UTTAR PRADESH,AURAIYA,ONION,NA,NA,NA,NA,NA,NA,KANPUR
2021-12-19,2022-01-31,Normal,Normal,Normal,1.009906143107087,UTTAR PRADESH,LUCKNOW,ONION,NA,NA,NA,NA,NA,NA,LUCKNOW
2021-12-19,2022-01-31,Normal,Normal,Normal,1.0093863629010418,KARNATAKA,BELGAUM,ONION,NA,NA,NA,NA,NA,NA,DHARWAD
2021-12-26,2022-02-07,Normal,Normal,Normal,1.0091932420433476,UTTAR PRADESH,GONDA,ONION,NA,NA,NA,NA,NA,NA,LUCKNOW
2021-12-12,2022-01-24,Normal,Normal,Normal,1.008639450978543,UTTAR PRADESH,LAKHIMPUR,ONION,NA,NA,NA,NA,NA,NA,LUCKNOW
2021-12-19,2022-01-31,Normal,Normal,Normal,1.0071392868556541,UTTAR PRADESH,BASTI,ONION,NA,NA,NA,NA,NA,NA,VARANASI
2021-12-26,2022-02-07,Normal,Normal,Normal,1.0070644396926465,UTTAR PRADESH,LUCKNOW,ONION,NA,NA,NA,NA,NA,NA,LUCKNOW
2021-12-26,2022-02-07,Normal,Normal,Normal,1.0067575983337549,UTTAR PRADESH,BAHRAICH,ONION,NA,NA,NA,NA,NA,NA,LUCKNOW
2021-12-26,2022-02-07,Normal,Normal,Normal,1.0067247637292072,UTTAR PRADESH,BASTI,ONION,NA,NA,NA,NA,NA,NA,VARANASI
2021-12-26,2022-02-07,Normal,Normal,Normal,1.0056180140073785,UTTAR PRADESH,BARABANKI,ONION,NA,NA,NA,NA,NA,NA,LUCKNOW
2021-12-26,2022-02-07,Normal,Normal,Normal,1.0039281505946862,UTTAR PRADESH,AZAMGARH,ONION,NA,NA,NA,NA,NA,NA,VARANASI
2021-12-26,2022-02-07,Normal,Normal,Normal,1.002249923409633,KARNATAKA,BELGAUM,ONION,NA,NA,NA,NA,NA,NA,DHARWAD
2021-12-19,2022-01-31,Normal,Normal,Normal,1.001185902401834,UTTAR PRADESH,LAKHIMPUR,ONION,NA,NA,NA,NA,NA,NA,LUCKNOW
2021-12-26,2022-02-07,Normal,Normal,Normal,1.000650920481543,UTTAR PRADESH,LAKHIMPUR,ONION,NA,NA,NA,NA,NA,NA,LUCKNOW
2021-03-28,2021-05-10,Normal,Normal,Normal,0.999195494770716,NCT OF DELHI,AZADPUR,ONION,NA,NA,NA,NA,NA,NA,DELHI
2021-04-04,2021-05-17,Normal,Normal,Normal,0.999195494770716,NCT OF DELHI,AZADPUR,ONION,NA,NA,NA,NA,NA,NA,DELHI
2021-04-11,2021-05-24,Normal,Normal,Normal,0.999195494770716,NCT OF DELHI,AZADPUR,ONION,NA,NA,NA,NA,NA,NA,DELHI
2021-04-18,2021-05-31,Normal,Normal,Normal,0.999195494770716,NCT OF DELHI,AZADPUR,ONION,NA,NA,NA,NA,NA,NA,DELHI
2021-04-25,2021-06-07,Normal,Normal,Normal,0.999195494770716,NCT OF DELHI,AZADPUR,ONION,NA,NA,NA,NA,NA,NA,DELHI
2021-05-02,2021-06-14,Normal,Normal,Normal,0.999195494770716,NCT OF DELHI,AZADPUR,ONION,NA,NA,NA,NA,NA,NA,DELHI
2021-05-09,2021-06-21,Normal,Normal,Normal,0.999195494770716,NCT OF DELHI,AZADPUR,ONION,NA,NA,NA,NA,NA,NA,DELHI
2021-08-15,2021-09-27,Normal,Normal,Normal,0.999195494770716,NCT OF DELHI,AZADPUR,ONION,NA,NA,NA,NA,NA,NA,DELHI
2021-08-22,2021-10-04,Normal,Normal,Normal,0.999195494770716,NCT OF DELHI,AZADPUR,ONION,NA,NA,NA,NA,NA,NA,DELHI
2021-08-29,2021-10-11,Normal,Normal,Normal,0.999195494770716,NCT OF DELHI,AZADPUR,ONION,NA,NA,NA,NA,NA,NA,DELHI
2021-09-05,2021-10-18,Normal,Normal,Normal,0.999195494770716,NCT OF DELHI,AZADPUR,ONION,NA,NA,NA,NA,NA,NA,DELHI
2016-04-18,2016-05-31,Normal,,Anomaly,2.491694352159469,KARNATAKA,HUBLI (AMARAGOL),ONION,NA,NA,NA,NA,NA,NA,BENGALURU
2016-06-27,2016-08-09,Normal,,Anomaly,1.6637478108581436,UTTAR PRADESH,JALAUN,ONION,NA,NA,NA,NA,NA,NA,KANPUR
2016-04-18,2016-05-31,Normal,,Anomaly,1.6431924882629108,KARNATAKA,DAVANGERE,ONION,NA,NA,NA,NA,NA,NA,DHARWAD
2016-06-27,2016-08-09,Normal,,Anomaly,1.3944223107569722,KARNATAKA,BANGALORE,ONION,NA,NA,NA,NA,NA,NA,BENGALURU
2016-07-11,2016-08-23,Normal,,Anomaly,1.3944223107569722,KARNATAKA,BANGALORE,ONION,NA,NA,NA,NA,NA,NA,BENGALURU
2016-10-17,2016-11-29,Normal,,Anomaly,1.2574850299401197,UTTAR PRADESH,JALAUN,ONION,NA,NA,NA,NA,NA,NA,KANPUR
2016-10-24,2016-12-06,Normal,,Anomaly,1.2574850299401197,UTTAR PRADESH,JALAUN,ONION,NA,NA,NA,NA,NA,NA,KANPUR
2016-07-04,2016-08-16,Normal,,Anomaly,1.162790697674419,KARNATAKA,BANGALORE,ONION,NA,NA,NA,NA,NA,NA,BENGALURU
2016-02-01,2016-03-15,Normal,,Normal,10.866141732283463,UTTAR PRADESH,AZAMGARH,ONION,NA,NA,NA,NA,NA,NA,VARANASI
2016-02-08,2016-03-22,Normal,,Normal,10.866141732283463,UTTAR PRADESH,AZAMGARH,ONION,NA,NA,NA,NA,NA,NA,VARANASI
2016-11-28,2017-01-10,Normal,,Normal,4.521072796934867,UTTAR PRADESH,MIRZAPUR,ONION,NA,NA,NA,NA,NA,NA,VARANASI
2016-12-05,2017-01-17,Normal,,Normal,3.812260536398468,UTTAR PRADESH,MIRZAPUR,ONION,NA,NA,NA,NA,NA,NA,VARANASI
2016-07-18,2016-08-30,Normal,,Normal,3.4900284900284904,UTTAR PRADESH,KANPUR(GRAIN),ONION,NA,NA,NA,NA,NA,NA,KANPUR
2016-07-25,2016-09-06,Normal,,Normal,3.4900284900284904,UTTAR PRADESH,KANPUR(GRAIN),ONION,NA,NA,NA,NA,NA,NA,KANPUR
2016-08-01,2016-09-13,Normal,,Normal,3.2051282051282053,UTTAR PRADESH,KANPUR(GRAIN),ONION,NA,NA,NA,NA,NA,NA,KANPUR
2016-11-07,2016-12-20,Normal,,Normal,2.9940119760479043,UTTAR PRADESH,AURAIYA,ONION,NA,NA,NA,NA,NA,NA,KANPUR
2016-06-27,2016-08-09,Normal,,Normal,2.8678304239401498,KARNATAKA,HUBLI (AMARAGOL),ONION,NA,NA,NA,NA,NA,NA,BENGALURU
2016-07-04,2016-08-16,Normal,,Normal,2.8678304239401498,KARNATAKA,HUBLI (AMARAGOL),ONION,NA,NA,NA,NA,NA,NA,BENGALURU
2016-07-11,2016-08-23,Normal,,Normal,2.8678304239401498,KARNATAKA,HUBLI (AMARAGOL),ONION,NA,NA,NA,NA,NA,NA,BENGALURU
2016-08-15,2016-09-27,Normal,,Normal,2.8347578347578346,UTTAR PRADESH,KANPUR(GRAIN),ONION,NA,NA,NA,NA,NA,NA,KANPUR
2016-08-22,2016-10-04,Normal,,Normal,2.7777777777777777,UTTAR PRADESH,KANPUR(GRAIN),ONION,NA,NA,NA,NA,NA,NA,KANPUR
2016-04-25,2016-06-07,Normal,,Normal,2.6578073089701,KARNATAKA,HUBLI (AMARAGOL),ONION,NA,NA,NA,NA,NA,NA,BENGALURU
2016-05-02,2016-06-14,Normal,,Normal,2.6578073089701,KARNATAKA,HUBLI (AMARAGOL),ONION,NA,NA,NA,NA,NA,NA,BENGALURU
2016-11-21,2017-01-03,Normal,,Normal,2.594810379241517,UTTAR PRADESH,AURAIYA,ONION,NA,NA,NA,NA,NA,NA,KANPUR
2016-11-28,2017-01-10,Normal,,Normal,2.395209580838323,UTTAR PRADESH,AURAIYA,ONION,NA,NA,NA,NA,NA,NA,KANPUR
2016-09-26,2016-11-08,Normal,,Normal,2.351314661157561,MAHARASHTRA,LASALGAON,ONION,NA,NA,NA,NA,NA,NA,MUMBAI
2016-09-19,2016-11-01,Normal,,Normal,2.230125434580178,MAHARASHTRA,LASALGAON,ONION,NA,NA,NA,NA,NA,NA,MUMBAI
2016-12-05,2017-01-17,Normal,,Normal,2.1956087824351296,UTTAR PRADESH,AURAIYA,ONION,NA,NA,NA,NA,NA,NA,KANPUR
2016-11-28,2017-01-10,Normal,,Normal,2.15743440242671,UTTAR PRADESH,PUKHRAYAN,ONION,NA,NA,NA,NA,NA,NA,KANPUR
2016-12-05,2017-01-17,Normal,,Normal,2.15743440242671,UTTAR PRADESH,PUKHRAYAN,ONION,NA,NA,NA,NA,NA,NA,KANPUR
2016-11-21,2017-01-03,Normal,,Normal,2.13,UTTAR PRADESH,FATEHPUR,ONION,NA,NA,NA,NA,NA,NA,NA
2016-11-28,2017-01-10,Normal,,Normal,2.13,UTTAR PRADESH,FATEHPUR,ONION,NA,NA,NA,NA,NA,NA,NA
2016-10-03,2016-11-15,Normal,,Normal,2.117935619926324,MAHARASHTRA,LASALGAON,ONION,NA,NA,NA,NA,NA,NA,MUMBAI
2016-10-31,2016-12-13,Normal,,Normal,2.112676056338028,MAHARASHTRA,LASALGAON,ONION,NA,NA,NA,NA,NA,NA,MUMBAI
2016-11-07,2016-12-20,Normal,,Normal,2.112676056338028,MAHARASHTRA,LASALGAON,ONION,NA,NA,NA,NA,NA,NA,MUMBAI
2016-11-14,2016-12-27,Normal,,Normal,2.112676056338028,MAHARASHTRA,LASALGAON,ONION,NA,NA,NA,NA,NA,NA,MUMBAI
2016-11-21,2017-01-03,Normal,,Normal,2.112676056338028,MAHARASHTRA,LASALGAON,ONION,NA,NA,NA,NA,NA,NA,MUMBAI
2016-11-28,2017-01-10,Normal,,Normal,2.112676056338028,MAHARASHTRA,LASALGAON,ONION,NA,NA,NA,NA,NA,NA,MUMBAI
2016-12-05,2017-01-17,Normal,,Normal,2.112676056338028,MAHARASHTRA,LASALGAON,ONION,NA,NA,NA,NA,NA,NA,MUMBAI
2016-12-05,2017-01-17,Normal,,Normal,2.1,UTTAR PRADESH,FATEHPUR,ONION,NA,NA,NA,NA,NA,NA,NA
2016-08-15,2016-09-27,Normal,,Normal,2.043620744565836,MAHARASHTRA,LASALGAON,ONION,NA,NA,NA,NA,NA,NA,MUMBAI
2016-08-01,2016-09-13,Normal,,Normal,1.9953051643192488,MAHARASHTRA,LASALGAON,ONION,NA,NA,NA,NA,NA,NA,MUMBAI
2016-07-18,2016-08-30,Normal,,Normal,1.9950124688279305,KARNATAKA,HUBLI (AMARAGOL),ONION,NA,NA,NA,NA,NA,NA,BENGALURU
2016-07-25,2016-09-06,Normal,,Normal,1.945137157107232,KARNATAKA,HUBLI (AMARAGOL),ONION,NA,NA,NA,NA,NA,NA,BENGALURU
2016-06-13,2016-07-26,Normal,,Normal,1.8962075848303392,UTTAR PRADESH,JALAUN,ONION,NA,NA,NA,NA,NA,NA,KANPUR
2016-09-26,2016-11-08,Normal,,Normal,1.8765133171912842,UTTAR PRADESH,AURAIYA,ONION,NA,NA,NA,NA,NA,NA,KANPUR
2016-10-03,2016-11-15,Normal,,Normal,1.8333552372492008,UTTAR PRADESH,AURAIYA,ONION,NA,NA,NA,NA,NA,NA,KANPUR
2016-10-10,2016-11-22,Normal,,Normal,1.8333552372492008,UTTAR PRADESH,AURAIYA,ONION,NA,NA,NA,NA,NA,NA,KANPUR
2016-07-18,2016-08-30,Normal,,Normal,1.8302828618968383,KARNATAKA,DAVANGERE,ONION,NA,NA,NA,NA,NA,NA,DHARWAD
2016-07-25,2016-09-06,Normal,,Normal,1.8302828618968383,KARNATAKA,DAVANGERE,ONION,NA,NA,NA,NA,NA,NA,DHARWAD
2016-09-19,2016-11-01,Normal,,Normal,1.8260694107849071,UTTAR PRADESH,AURAIYA,ONION,NA,NA,NA,NA,NA,NA,KANPUR
2016-10-17,2016-11-29,Normal,,Normal,1.8213866039953,UTTAR PRADESH,AURAIYA,ONION,NA,NA,NA,NA,NA,NA,KANPUR
2016-02-01,2016-03-15,Normal,,Normal,1.7697359463337268,KARNATAKA,BELGAUM,ONION,NA,NA,NA,NA,NA,NA,DHARWAD
2016-10-24,2016-12-06,Normal,,Normal,1.7631167320852814,UTTAR PRADESH,AURAIYA,ONION,NA,NA,NA,NA,NA,NA,KANPUR
2016-05-02,2016-06-14,Normal,,Normal,1.7605633802816902,KARNATAKA,DAVANGERE,ONION,NA,NA,NA,NA,NA,NA,DHARWAD
2016-07-04,2016-08-16,Normal,,Normal,1.757188498402556,KARNATAKA,DAVANGERE,ONION,NA,NA,NA,NA,NA,NA,DHARWAD
2016-07-11,2016-08-23,Normal,,Normal,1.757188498402556,KARNATAKA,DAVANGERE,ONION,NA,NA,NA,NA,NA,NA,DHARWAD
2016-09-12,2016-10-25,Normal,,Normal,1.7554479418886195,UTTAR PRADESH,AURAIYA,ONION,NA,NA,NA,NA,NA,NA,KANPUR
2016-10-03,2016-11-15,Normal,,Normal,1.745185185213185,UTTAR PRADESH,PUKHRAYAN,ONION,NA,NA,NA,NA,NA,NA,KANPUR
2016-10-10,2016-11-22,Normal,,Normal,1.745185185213185,UTTAR PRADESH,PUKHRAYAN,ONION,NA,NA,NA,NA,NA,NA,KANPUR
2016-10-17,2016-11-29,Normal,,Normal,1.745185185213185,UTTAR PRADESH,PUKHRAYAN,ONION,NA,NA,NA,NA,NA,NA,KANPUR
2016-10-24,2016-12-06,Normal,,Normal,1.745185185213185,UTTAR PRADESH,PUKHRAYAN,ONION,NA,NA,NA,NA,NA,NA,KANPUR
2016-11-07,2016-12-20,Normal,,Normal,1.745185185213185,UTTAR PRADESH,PUKHRAYAN,ONION,NA,NA,NA,NA,NA,NA,KANPUR
2016-10-03,2016-11-15,Normal,,Normal,1.7344537815126049,NCT OF DELHI,AZADPUR,ONION,NA,NA,NA,NA,NA,NA,DELHI
2016-09-19,2016-11-01,Normal,,Normal,1.7279411764705883,UTTAR PRADESH,FATEHPUR,ONION,NA,NA,NA,NA,NA,NA,NA
2016-09-26,2016-11-08,Normal,,Normal,1.7279411764705883,UTTAR PRADESH,FATEHPUR,ONION,NA,NA,NA,NA,NA,NA,NA
2016-10-03,2016-11-15,Normal,,Normal,1.7279411764705883,UTTAR PRADESH,FATEHPUR,ONION,NA,NA,NA,NA,NA,NA,NA
